id,Year,Category,Nominee
211,1965,"Best Documentary, Spoken Word or Drama Recording (other than comedy)","BBC Tribute To John F. Kennedy (That Was The Week That Was, Cast)"
3149,2007,Best Contemporary R&B Album,B'Day
3056,2006,Best Gospel Song,Be Blessed
1198,1984,Best Vocal Arrangement for Two or More Voices,Be Bop Medley.
2737,2003,Best Gospel Choir or Chorus Album,Be Glad
3451,2009,Best Urban/Alternative Performance,Be OK
3162,2007,Best Female R&B Vocal Performance,Be Without You
3202,2007,Best R&B Song,Be Without You
3391,2009,Best Jazz Instrumental Solo,Be–Bop
1189,1984,"Best Rock Vocal Performance, Male",Beat It.
1201,1984,Record of the Year,Beat It.
2839,2004,Best Female Pop Vocal Performance,Beautiful
2583,2001,Best Rock Performance by a Duo or Group with Vocal,Beautiful Day
2604,2001,Record of the Year,Beautiful Day
2606,2001,Song of the Year,Beautiful Day
3012,2005,Best Traditional Folk Album,Beautiful Dreamer - The Songs Of Stephen Foster (Various Artists)
412,1969,Best Sacred Performance,Beautiful Isle Of Somewhere
3973,2015,Best Jazz Vocal Album,Beautiful Life.
2488,2000,"Best Song Written for a Motion Picture, Television or Other Visual Media",Beautiful Stranger
3981,2015,Best Musical Theater Album,Beautiful: The Carole King Musical.
3267,2008,"Best Engineered Album, Non-Classical",Beauty & Crime
1856,1993,Best Recording for Children,Beauty and the Beast
1799,1993,Best Album for Children,Beauty And The Beast - Original Motion Picture Soundtrack(Various Artists)
1845,1993,Best Pop Instrumental Performance,Beauty and the Beast.
1846,1993,Best Pop Performance By A Duo Or Group With Vocal,Beauty And The Beast.
1865,1993,Best Song Written Specifically for a Motion Picture or for Television,Beauty and the Beast.
4094,2016,Best Urban Contemporary Album,Beauty Behind the Madness.
3124,2006,Best Traditional Tropical Latin Album,Bebo De Cuba
3256,2008,Best Contemporary R&B Album,Because Of You
2206,1997,Best Song Written Specifically for a Motion Picture or for Television,Because You Loved Me (Theme From Up Close & Personal)
3279,2008,Best Instrumental Soloist Performance (without Orchestra),"Beethoven Sonatas, Vol. 3"
1962,1995,Best Chamber Music Performance,Beethoven/Mozart: Quintets (Chicago-Berlin)
1346,1987,Best Chamber Music Performance,Beethoven: Cello And Piano Sonata No. 4 In C & Variations.
608,1974,Best Classical Performance Instrumental Soloist or Soloists (with Orchestra),Beethoven: Concerti (5) For Piano And Orchestra
853,1979,"Best Choral Performance, Classical (other than opera)",Beethoven: Missa Solemnis
249,1966,Best Classical Performance - Instrumental Soloist or Soloists (with orchestra),Beethoven: Piano Concerto No. 4 In G
3064,2006,Best Instrumental Soloist(s) Performance (with Orchestra),Beethoven: Piano Cons. Nos. 2 & 3
801,1978,Best Classical Performance Instrumental Soloist or Soloists (without orchestra),"Beethoven: Piano Sonata No. 18 In E Flat/Schumann: Fantasiestucke, Op. 12"
1146,1984,Best Classical Performance – Instrumental Soloist or Soloists (without orchestra),Beethoven: Piano Sonatas Nos. 12 & 13.
4,1959,Best Classical Performance - Chamber Music (including Chamber Orchestra),Beethoven: Quartet 130
79,1962,Best Classical Performance- Chamber Music,"Beethoven: Serenade, Op. 8/Kodaly: Duo For Violin And Cello, Op. 7."
852,1979,Best Chamber Music Performance,Beethoven: Sonatas For Violin And Piano
2712,2003,Best Chamber Music Performance,"Beethoven: String Quartets (Razumovsky Op. 59, 1-3; Harp Op. 74)"
855,1979,Best Classical Orchestral Performance,Beethoven: Symphonies (9) (Complete)
694,1976,"Album of the Year, Classical",Beethoven: Symphonies (9) Complete
1452,1988,Best Orchestral Recording,Beethoven: Symphony No. 9 In D Minor.
469,1971,Best Chamber Music Performance,Beethoven: The Complete Piano Trios
1414,1988,Best Chamber Music Performance,Beethoven: The Complete Piano Trios.
752,1977,"Best Classical Performance, Instrumental Soloist or Soloists (with orchestra)",Beethoven: The Five Piano Concertos
1209,1985,Best Chamber Music Performance,Beethoven: The Late String Quartets.
2226,1998,Best Chamber Music Performance,Beethoven: The String Quartets
2415,2000,Best Chamber Music Performance,"Beethoven: The Violin Sonatas (Nos. 1-3, Op. 12; Nos. 1-3, Op. 30; Spring Sonata)"
202,1965,Best Chamber Performance - Instrumental,"Beethoven: Trio No. 1 In E Flat, Op. 1 #1"
3263,2008,Best Country Song,Before He Cheats
3268,2008,Best Female Country Vocal Performance,Before He Cheats
3076,2006,Best Metal Performance,Before I Forget
3652,2011,Best Reggae Album,Before The Dawn
3325,2008,Best Rock or Rap Gospel Album,Before The Daylight's Shot
3335,2008,Best Tejano Album,Before The Next Teardrop Falls
2225,1998,Best Boxed Recording Package,Beg Scream And Shout! - The Big Ol' Box Of '60s Soul  (Various Artists)
614,1974,Best Country Song,Behind Closed Doors
617,1974,"Best Country Vocal Performance, Male",Behind Closed Doors
1064,1982,Best Rock Instrumental Performance,Behind My Camel.
1176,1984,Best Pop Instrumental Performance,Being With You.
2717,2003,Best Classical Vocal Performance,"Bel Canto - Bellini, Donizetti & Rossini"
92,1962,Best Folk Recording,Belafonte Folk Singers At Home And Abroad.
2430,2000,Best Dance Recording,Believe
3113,2006,"Best Song Written for Motion Picture, Television or Other Visual Media",Believe
2408,1999,"Remixer of the Year, Non-Classical","Believe (Club 69 Mix), performed by 'Cher'"
767,1977,Best Instrumental Composition,Bellavia
2763,2003,Best Native American Music Album,Beneath The Raven Moon
2497,2000,Best Traditional Pop Vocal Performance,Bennett Sings Ellington - Hot & Cool
966,1981,Best Classical Album,Berg: Lulu (Complete Version).
977,1981,"Best Engineered Recording, Classical",Berg: Lulu (Complete Version).
994,1981,Best Opera Recording,Berg: Lulu (Complete Version).
2816,2004,Best Chamber Music Performance,Berg: Lyric Suite
1886,1994,Best Classical Performance-Instrumental Soloist(s) (with orchestra),Berg: Violin Concerto/Rihm: Time Chant
968,1981,"Best Classical Performance, Instrumental Soloist or Soloists (with orchestra)",Berg: Violin Concerto/Stravinsky: Violin Concerto In D.
273,1966,Best Opera Recording,Berg: Wozzeck
361,1968,Best Opera Recording,Berg: Wozzeck
4225,2018,Best Opera Recording,Berg: Wozzeck
425,1970,"Best Choral Performance, Classical",Berio: Sinfonia
581,1973,Best Opera Recording,Berlioz: Benvenuto Cellini
1084,1983,Best Choral Performance (other than opera),Berlioz: La Damnation De Faust.
465,1971,"Album of the Year, Classical",Berlioz: Les Troyens
494,1971,Best Opera Recording,Berlioz: Les Troyens
2094,1996,Best Opera Recording,Berlioz: Les Troyens
2614,2002,Best Classical Album,Berlioz: Les Troyens
2662,2002,Best Opera Recording,Berlioz: Les Troyens
1963,1995,Best Choral Performance,Berlioz: Messe solennelle
237,1965,Best Vocal Soloist Performance (with or without orchestra),Berlioz: Nuits D'Ete (Song Cycle)/Falla: El Amor Brujo
514,1972,"Best Choral Performance, Classical",Berlioz: Requiem
525,1972,"Best Engineered Recording, Classical",Berlioz: Requiem
2922,2005,Best Choral Performance,Berlioz: Requiem
1278,1986,Best Choral Performance (other than opera),Berlioz: Requiem.
1279,1986,Best Classical Album,Berlioz: Requiem.
1283,1986,Best Classical Vocal Soloist Performance,Berlioz: Requiem.
1291,1986,"Best Engineered Recording, Classical",Berlioz: Requiem.
648,1975,"Album of the Year, Classical",Berlioz: Symphonie Fantastique
655,1975,Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique
2276,1998,Best Orchestral Performance,Berlioz: Symphonie Fantastique; Tristia
654,1975,"Best Choral Performance, Classical (other than opera)",Berlioz: The Damnation Of Faust
2629,2002,"Best Engineered Album, Classical","Bernstein (Arr. Brohn & Corigliano): West Side Story Suite (Lonely Town; Make Our Garden Grow, Etc.)"
186,1964,Best Recording for Children,Bernstein Conducts For Young People.
1652,1991,Best Contemporary Composition,Bernstein: Arias & Barcarolles
1724,1992,Best Classical Album,Bernstein: Candide
1740,1992,"Best Engineered Recording, Classical",Bernstein: Candide
1381,1987,Best Opera Recording,Bernstein: Candide.
197,1965,Album of the Year -- Classical,Bernstein: Symphony No. 3 Kaddish
2515,2001,Best Classical Contemporary Composition,Best Classical Contemporary Composition
3955,2015,Best Contemporary Classical Composition,Best Contemporary Classical Composition
3514,2010,Best Musical Show Album,Best Musical Show Album
833,1978,"Best R&B Vocal Performance by a Duo, Group or Chorus",Best Of My Love
4317,2019,Best R&B Performance,Best Part
4337,2019,Best Traditional R&B Performance,Bet Ain't Worth the Hand
1074,1982,Record of the Year,Bette Davis Eyes.
1075,1982,Song of the Year,Bette Davis Eyes.
628,1974,Best New Artist,Bette Midler
1256,1985,"Best Rock Vocal Performance, Female",Better Be Good To Me.
4199,2018,Best Country Duo/Group Performance,Better Man
2360,1999,Best Metal Performance,Better Than You
713,1976,Best Engineered Recording - Non-Classical,Between The Lines
1274,1986,Best Album of Original Score Written for a Motion Picture or Television Special,Beverly Hills Cop
1272,1986,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Beverly Hills Cop (various artists).
4009,2015,Best Surround Sound Album,Beyoncé
4142,2017,Best Music Video,Beyoncé: Formation
1703,1991,Best Rock/Contemporary Gospel Album,Beyond Belief
2256,1998,"Best Jazz Instrumental Performance, Individual or Group",Beyond The Missouri Sky
3065,2006,"Best Jazz Instrumental Album, Individual or Group",Beyond The Sound Barrier
3742,2012,Best Regional Mexican or Tejano Album,Bicentenario
755,1977,Best Comedy Recording,Bicentennial Nigger
87,1962,Best Country & Western Recording,Big Bad John.
1204,1985,Best Album Notes,Big Band Jazz.
1228,1985,Best Historical Album,Big Band Jazz.
913,1980,Best Country Instrumental Performance,Big Sandy/Leather Britches.
2491,2000,Best Spoken Comedy Album,Bigger And Blacker
2691,2002,"Best Southern, Country or Bluegrass Gospel Album",Bill & Gloria Gaither Present A Billy Graham Music Homecoming (with Their Homecoming Friends)
428,1970,Best Comedy Recording,Bill Cosby
545,1972,Best Recording for Children,Bill Cosby Talks To Kids About Drugs
401,1969,Best Instrumental Jazz Performance - Small Group or Soloist with Small Group,Bill Evans At The Montreux Jazz Festival
924,1980,Best Historical Reissue Album,Billie Holiday - Giants Of Jazz.
1718,1992,Best Album Package,Billie Holiday - The Complete Decca Recordings
1743,1992,Best Historical Album,Billie Holiday - The Complete Decca Recordings
1183,1984,"Best R&B Vocal Performance, Male",Billie Jean.
1185,1984,Best Rhythm & Blues Song,Billie Jean.
4341,2019,Lifetime Achievement Award,Billy Eckstine
24,1959,Best Performance by an Orchestra - for Other Than Dancing,Billy May's Big Fat Brass
790,1978,Best Album Notes,Bing Crosby - A Legendary Performer
3827,2013,Best Recording Package,Biophilia
1563,1990,Best Album Notes,Bird - The Complete Charlie Parker On Verve
1642,1991,Best Arrangement on an Instrumental,Birdland
1668,1991,Best Jazz Fusion Performance,Birdland
962,1981,Best Arrangement for Voices,Birdland.
986,1981,"Best Jazz Fusion Performance, Vocal or Instrumental",Birdland.
4088,2016,Best Score Soundtrack for Visual Media,Birdman or (The Unexpected Virtue of Ignorance)
491,1971,"Best Jazz Performance, Large Group or Soloist with Large Group",Bitches Brew
3606,2011,Best Female R&B Vocal Performance,Bittersweet
223,1965,Best Opera Recording,Bizet: Carmen
629,1974,Best Opera Recording,Bizet: Carmen
1242,1985,Best Opera Recording,Bizet: Carmen.
1303,1986,"Best Jazz Instrumental Performance, Group",Black Codes From The Underground.
1304,1986,"Best Jazz Instrumental Performance, Soloist",Black Codes From The Underground.
1982,1995,Best Hard Rock Performance,Black Hole Sun
4074,2016,Best R&B Album,Black Messiah.
583,1973,"Best Pop Instrumental Performance by an Arranger, Composer, Orchestra and/or Choral Leader",Black Moses
4332,2019,Best Score Soundtrack for Visual Media,Black Panther
3820,2013,Best R&B Album,Black Radio.
1701,1991,"Best Rock Vocal Performance, Female",Black Velvet
4128,2017,"Best Engineered Album, Non-Classical",Blackstar
4103,2017,Best Alternative Music Album,Blackstar (Posthumously)
4158,2017,Best Rock Performance,Blackstar (Posthumously)
4159,2017,Best Rock Song,Blackstar (Posthumously)
3527,2010,Best R&B Album,Blacksummers' Night.
3224,2007,Best Spoken Word Album for Children,"Blah Blah Blah: Stories About Clams, Swamp Monsters, Pirates & Dogs"
3528,2010,Best R&B Performance by a Duo or Group with Vocals,Blame It
3531,2010,Best R&B Vocal Performance by a Duo or Group,Blame It.
4345,2019,"Producer of the Year, Classical",Blanton Alspaugh
3848,2013,"Producer of the Year, Classical",Blanton Alspaugh (producer)
3045,2006,Best Country Song,Bless The Broken Road
2659,2002,Best Native American Music Album,Bless The People - Harmonized Peyote Songs
3232,2007,Best Traditional World Music Album,Blessed
3272,2008,Best Gospel Song,Blessed & Highly Favored
3700,2012,Best Contemporary Christian Music Song,Blessings
2293,1998,Best Rock Instrumental Performance,Block Rockin' Beats
696,1976,Best Album Notes,Blood On The Tracks
419,1970,Album of the Year,"Blood, Sweat And Tears"
3780,2013,Best Comedy Album,Blow Your Pants Off.
172,1964,Best Folk Recording,Blowin' In The Wind.
183,1964,Best Performance by a Vocal Group,Blowin' In The Wind.
3787,2013,Best Country Solo Performance,Blown Away.
3788,2013,Best Country Song,Blown Away.
2147,1997,Best Country Song,Blue
2152,1997,Best Female Country Vocal Performance,Blue
4251,2018,Best Traditional Blues Album,Blue & Lonesome
712,1976,"Best Country Vocal Performance, Male",Blue Eyes Crying In The Rain
916,1980,"Best Country Vocal Performance, Female",Blue Kentucky Girl.
2291,1998,Best Rock Album,Blue Moon Swamp
1050,1982,"Best Jazz Vocal Performance, Male",Blue Rondo A La Turk.
2316,1999,Best Bluegrass Album,Bluegrass Rules!
54,1961,Best Jazz Performance Large Group,Blues And The Beat.
1262,1985,Best Traditional Blues Recording,Blues Explosion.
1519,1989,"Best Jazz Instrumental Performance, Group",Blues for Coltrane: A Tribute to John Coltrane.
1973,1995,Best Country Performance by a Duo or Group with Vocal,Blues For Dixie
1543,1989,Best Rock Instrumental,Blues for Salvador.
307,1967,Best Folk Recording,Blues In The Street
1194,1984,Best Traditional Blues Recording,Blues 'N' Jazz.
1598,1990,"Best Jazz Vocal Performance, Female",Blues On Broadway
2495,2000,Best Traditional Blues Album,Blues On The Bayou
2904,2004,Best Traditional Blues Album,Blues Singer
3011,2005,Best Traditional Blues Album,Blues To The Bone
4298,2019,Best Instrumental Composition,Blut Und Boden (Blood And Soil)
3697,2012,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",Boardwalk Empire
3698,2012,Best Compilation Soundtrack for Visual Media,Boardwalk Empire: Volume 1 (Various Artists)
332,1968,"Best Album Cover, Photography",Bob Dylan's Greatest Hits
56,1961,Best New Artist,Bob Newhart
360,1968,Best New Artist,Bobbie Gentry (artist)
2427,2000,Best Country Instrumental Performance,Bob's Breakdowns
